Date,LGA,Confirmed cases (ever),Active cases (current),
7/05/2020,MARIBYRNONG,15,4,
8/05/2020,MARIBYRNONG,15,5,
9/05/2020,MARIBYRNONG,15,5,
10/05/2020,MARIBYRNONG,15,5,
11/05/2020,MARIBYRNONG,15,4,
12/05/2020,MARIBYRNONG,16,4,
13/05/2020,MARIBYRNONG,16,4,
14/05/2020,MARIBYRNONG,16,2,
15/05/2020,MARIBYRNONG,16,2,
16/05/2020,MARIBYRNONG,16,2,
17/05/2020,MARIBYRNONG,16,2,
18/05/2020,MARIBYRNONG,16,2,
19/05/2020,MARIBYRNONG,16,2,
20/05/2020,MARIBYRNONG,17,2,
21/05/2020,MARIBYRNONG,16,2,
22/05/2020,MARIBYRNONG,16,2,
23/05/2020,MARIBYRNONG,16,1,
24/05/2020,MARIBYRNONG,16,1,
25/05/2020,MARIBYRNONG,16,1,
26/05/2020,MARIBYRNONG,16,0,
27/05/2020,MARIBYRNONG,16,0,
28/05/2020,MARIBYRNONG,16,0,
29/05/2020,MARIBYRNONG,16,0,
30/05/2020,MARIBYRNONG,16,0,
31/05/2020,MARIBYRNONG,16,0,
1/06/2020,MARIBYRNONG,16,0,
2/06/2020,MARIBYRNONG,16,0,
3/06/2020,MARIBYRNONG,16,0,
4/06/2020,MARIBYRNONG,16,0,
5/06/2020,MARIBYRNONG,16,0,
6/06/2020,MARIBYRNONG,16,0,
7/06/2020,MARIBYRNONG,16,0,
8/06/2020,MARIBYRNONG,16,0,
9/06/2020,MARIBYRNONG,16,0,
10/06/2020,MARIBYRNONG,16,0,
11/06/2020,MARIBYRNONG,16,0,
12/06/2020,MARIBYRNONG,16,0,
13/06/2020,MARIBYRNONG,16,0,
14/06/2020,MARIBYRNONG,16,0,
15/06/2020,MARIBYRNONG,16,0,
16/06/2020,MARIBYRNONG,16,0,
17/06/2020,MARIBYRNONG,17,0,
18/06/2020,MARIBYRNONG,18,1,
19/06/2020,MARIBYRNONG,19,2,
20/06/2020,MARIBYRNONG,20,3,
21/06/2020,MARIBYRNONG,23,5,
22/06/2020,MARIBYRNONG,25,7,
23/06/2020,MARIBYRNONG,25,6,
24/06/2020,MARIBYRNONG,25,4,
25/06/2020,MARIBYRNONG,26,5,
26/06/2020,MARIBYRNONG,26,5,
27/06/2020,MARIBYRNONG,27,6,
28/06/2020,MARIBYRNONG,30,8,
29/06/2020,MARIBYRNONG,31,9,
30/06/2020,MARIBYRNONG,33,10,
1/07/2020,MARIBYRNONG,34,9,
2/07/2020,MARIBYRNONG,35,10,
3/07/2020,MARIBYRNONG,37,12,
4/07/2020,MARIBYRNONG,41,16,
5/07/2020,MARIBYRNONG,44,16,
6/07/2020,MARIBYRNONG,45,16,
7/07/2020,MARIBYRNONG,50,21,
8/07/2020,MARIBYRNONG,54,24,
9/07/2020,MARIBYRNONG,61,28,
10/07/2020,MARIBYRNONG,64,30,
11/07/2020,MARIBYRNONG,71,35,
12/07/2020,MARIBYRNONG,84,46,
13/07/2020,MARIBYRNONG,84,43,
14/07/2020,MARIBYRNONG,94,52,
15/07/2020,MARIBYRNONG,104,59,
16/07/2020,MARIBYRNONG,111,64,
17/07/2020,MARIBYRNONG,121,68,
18/07/2020,MARIBYRNONG,125,73,
19/07/2020,MARIBYRNONG,135,82,
20/07/2020,MARIBYRNONG,149,90,
21/07/2020,MARIBYRNONG,161,95,
22/07/2020,MARIBYRNONG,174,103,
23/07/2020,MARIBYRNONG,186,107,
24/07/2020,MARIBYRNONG,195,107,
25/07/2020,MARIBYRNONG,205,117,
26/07/2020,MARIBYRNONG,220,128,
27/07/2020,MARIBYRNONG,234,131,
28/07/2020,MARIBYRNONG,249,143,
29/07/2020,MARIBYRNONG,261,149,
30/07/2020,MARIBYRNONG,279,163,
7/05/2020,MAROONDAH,12,1,
8/05/2020,MAROONDAH,13,2,
9/05/2020,MAROONDAH,13,2,
10/05/2020,MAROONDAH,13,2,
11/05/2020,MAROONDAH,13,2,
12/05/2020,MAROONDAH,14,3,
13/05/2020,MAROONDAH,14,3,
14/05/2020,MAROONDAH,14,2,
15/05/2020,MAROONDAH,14,2,
16/05/2020,MAROONDAH,14,2,
17/05/2020,MAROONDAH,14,2,
18/05/2020,MAROONDAH,14,2,
19/05/2020,MAROONDAH,14,2,
20/05/2020,MAROONDAH,14,1,
21/05/2020,MAROONDAH,13,0,
22/05/2020,MAROONDAH,13,0,
23/05/2020,MAROONDAH,13,0,
24/05/2020,MAROONDAH,13,0,
25/05/2020,MAROONDAH,13,0,
26/05/2020,MAROONDAH,13,0,
27/05/2020,MAROONDAH,13,0,
28/05/2020,MAROONDAH,13,0,
29/05/2020,MAROONDAH,13,0,
30/05/2020,MAROONDAH,13,0,
31/05/2020,MAROONDAH,13,0,
1/06/2020,MAROONDAH,13,0,
2/06/2020,MAROONDAH,13,0,
3/06/2020,MAROONDAH,13,0,
4/06/2020,MAROONDAH,13,0,
5/06/2020,MAROONDAH,13,0,
6/06/2020,MAROONDAH,13,0,
7/06/2020,MAROONDAH,13,0,
8/06/2020,MAROONDAH,13,0,
9/06/2020,MAROONDAH,13,0,
10/06/2020,MAROONDAH,13,0,
11/06/2020,MAROONDAH,13,0,
12/06/2020,MAROONDAH,13,0,
13/06/2020,MAROONDAH,13,0,
14/06/2020,MAROONDAH,15,2,
15/06/2020,MAROONDAH,15,2,
16/06/2020,MAROONDAH,15,2,
17/06/2020,MAROONDAH,15,2,
18/06/2020,MAROONDAH,16,3,
19/06/2020,MAROONDAH,16,3,
20/06/2020,MAROONDAH,16,3,
21/06/2020,MAROONDAH,16,3,
22/06/2020,MAROONDAH,16,3,
23/06/2020,MAROONDAH,16,3,
24/06/2020,MAROONDAH,16,2,
25/06/2020,MAROONDAH,16,2,
26/06/2020,MAROONDAH,16,2,
27/06/2020,MAROONDAH,16,0,
28/06/2020,MAROONDAH,16,0,
29/06/2020,MAROONDAH,16,0,
30/06/2020,MAROONDAH,16,0,
1/07/2020,MAROONDAH,16,0,
2/07/2020,MAROONDAH,16,0,
3/07/2020,MAROONDAH,16,0,
4/07/2020,MAROONDAH,17,1,
5/07/2020,MAROONDAH,17,1,
6/07/2020,MAROONDAH,19,3,
7/07/2020,MAROONDAH,19,3,
8/07/2020,MAROONDAH,19,3,
9/07/2020,MAROONDAH,20,4,
10/07/2020,MAROONDAH,20,4,
11/07/2020,MAROONDAH,21,5,
12/07/2020,MAROONDAH,23,7,
13/07/2020,MAROONDAH,23,7,
14/07/2020,MAROONDAH,24,8,
15/07/2020,MAROONDAH,25,8,
16/07/2020,MAROONDAH,26,9,
17/07/2020,MAROONDAH,27,10,
18/07/2020,MAROONDAH,27,10,
19/07/2020,MAROONDAH,29,12,
20/07/2020,MAROONDAH,29,12,
21/07/2020,MAROONDAH,31,13,
22/07/2020,MAROONDAH,34,15,
23/07/2020,MAROONDAH,37,17,
24/07/2020,MAROONDAH,38,18,
25/07/2020,MAROONDAH,40,20,
26/07/2020,MAROONDAH,45,24,
27/07/2020,MAROONDAH,52,31,
28/07/2020,MAROONDAH,54,33,
29/07/2020,MAROONDAH,59,38,
30/07/2020,MAROONDAH,64,42,
7/05/2020,MELBOURNE,77,9,
8/05/2020,MELBOURNE,78,9,
9/05/2020,MELBOURNE,78,9,
10/05/2020,MELBOURNE,80,9,
11/05/2020,MELBOURNE,80,8,
12/05/2020,MELBOURNE,81,7,
13/05/2020,MELBOURNE,82,8,
14/05/2020,MELBOURNE,85,10,
15/05/2020,MELBOURNE,90,13,
16/05/2020,MELBOURNE,90,13,
17/05/2020,MELBOURNE,97,17,
18/05/2020,MELBOURNE,95,16,
19/05/2020,MELBOURNE,97,15,
20/05/2020,MELBOURNE,96,13,
21/05/2020,MELBOURNE,94,13,
22/05/2020,MELBOURNE,99,18,
23/05/2020,MELBOURNE,101,17,
24/05/2020,MELBOURNE,102,14,
25/05/2020,MELBOURNE,98,5,
26/05/2020,MELBOURNE,99,5,
27/05/2020,MELBOURNE,100,5,
28/05/2020,MELBOURNE,101,6,
29/05/2020,MELBOURNE,104,6,
30/05/2020,MELBOURNE,106,9,
31/05/2020,MELBOURNE,104,10,
1/06/2020,MELBOURNE,107,13,
2/06/2020,MELBOURNE,107,12,
3/06/2020,MELBOURNE,106,12,
4/06/2020,MELBOURNE,108,11,
5/06/2020,MELBOURNE,108,11,
6/06/2020,MELBOURNE,107,10,
7/06/2020,MELBOURNE,109,11,
8/06/2020,MELBOURNE,110,13,
9/06/2020,MELBOURNE,108,10,
10/06/2020,MELBOURNE,109,8,
11/06/2020,MELBOURNE,110,9,
12/06/2020,MELBOURNE,110,8,
13/06/2020,MELBOURNE,113,7,
14/06/2020,MELBOURNE,115,8,
15/06/2020,MELBOURNE,116,9,
16/06/2020,MELBOURNE,116,8,
17/06/2020,MELBOURNE,117,10,
18/06/2020,MELBOURNE,129,21,
19/06/2020,MELBOURNE,128,20,
20/06/2020,MELBOURNE,133,23,
21/06/2020,MELBOURNE,135,23,
22/06/2020,MELBOURNE,139,26,
23/06/2020,MELBOURNE,135,20,
24/06/2020,MELBOURNE,138,20,
25/06/2020,MELBOURNE,118,9,
26/06/2020,MELBOURNE,100,8,
27/06/2020,MELBOURNE,100,7,
28/06/2020,MELBOURNE,104,11,
29/06/2020,MELBOURNE,105,11,
30/06/2020,MELBOURNE,106,12,
1/07/2020,MELBOURNE,103,20,
2/07/2020,MELBOURNE,112,29,
3/07/2020,MELBOURNE,117,32,
4/07/2020,MELBOURNE,129,43,
5/07/2020,MELBOURNE,137,51,
6/07/2020,MELBOURNE,169,82,
7/07/2020,MELBOURNE,185,97,
8/07/2020,MELBOURNE,199,108,
9/07/2020,MELBOURNE,221,128,
10/07/2020,MELBOURNE,318,226,
11/07/2020,MELBOURNE,318,203,
12/07/2020,MELBOURNE,332,229,
13/07/2020,MELBOURNE,312,217,
14/07/2020,MELBOURNE,326,211,
15/07/2020,MELBOURNE,334,209,
16/07/2020,MELBOURNE,364,225,
17/07/2020,MELBOURNE,410,264,
18/07/2020,MELBOURNE,427,289,
19/07/2020,MELBOURNE,449,299,
20/07/2020,MELBOURNE,455,274,
21/07/2020,MELBOURNE,462,272,
22/07/2020,MELBOURNE,495,275,
23/07/2020,MELBOURNE,516,276,
24/07/2020,MELBOURNE,518,263,
25/07/2020,MELBOURNE,542,281,
26/07/2020,MELBOURNE,560,279,
27/07/2020,MELBOURNE,585,291,
28/07/2020,MELBOURNE,593,287,
29/07/2020,MELBOURNE,593,276,
30/07/2020,MELBOURNE,620,290,
7/05/2020,MELTON,24,4,
8/05/2020,MELTON,26,6,
9/05/2020,MELTON,27,7,
10/05/2020,MELTON,27,7,
11/05/2020,MELTON,28,7,
12/05/2020,MELTON,30,9,
13/05/2020,MELTON,30,7,
14/05/2020,MELTON,31,7,
15/05/2020,MELTON,33,9,
16/05/2020,MELTON,35,11,
17/05/2020,MELTON,35,7,
18/05/2020,MELTON,35,6,
19/05/2020,MELTON,37,5,
20/05/2020,MELTON,37,3,
21/05/2020,MELTON,37,6,
22/05/2020,MELTON,39,6,
23/05/2020,MELTON,40,8,
24/05/2020,MELTON,40,5,
25/05/2020,MELTON,40,6,
26/05/2020,MELTON,40,4,
27/05/2020,MELTON,40,4,
28/05/2020,MELTON,40,4,
29/05/2020,MELTON,40,2,
30/05/2020,MELTON,41,2,
31/05/2020,MELTON,42,1,
1/06/2020,MELTON,42,1,
2/06/2020,MELTON,42,1,
3/06/2020,MELTON,43,2,
4/06/2020,MELTON,43,2,
5/06/2020,MELTON,43,2,
6/06/2020,MELTON,44,3,
7/06/2020,MELTON,44,3,
8/06/2020,MELTON,44,2,
9/06/2020,MELTON,44,1,
10/06/2020,MELTON,44,1,
11/06/2020,MELTON,44,1,
12/06/2020,MELTON,44,0,
13/06/2020,MELTON,44,0,
14/06/2020,MELTON,44,0,
15/06/2020,MELTON,44,0,
16/06/2020,MELTON,44,0,
17/06/2020,MELTON,44,0,
18/06/2020,MELTON,45,1,
19/06/2020,MELTON,45,1,
20/06/2020,MELTON,45,1,
21/06/2020,MELTON,46,2,
22/06/2020,MELTON,47,3,
23/06/2020,MELTON,48,4,
24/06/2020,MELTON,49,5,
25/06/2020,MELTON,50,5,
26/06/2020,MELTON,51,4,
27/06/2020,MELTON,52,5,
28/06/2020,MELTON,53,7,
29/06/2020,MELTON,61,12,
30/06/2020,MELTON,62,13,
1/07/2020,MELTON,64,14,
2/07/2020,MELTON,71,19,
3/07/2020,MELTON,75,20,
4/07/2020,MELTON,76,18,
5/07/2020,MELTON,77,16,
6/07/2020,MELTON,81,17,
7/07/2020,MELTON,85,20,
8/07/2020,MELTON,88,21,
9/07/2020,MELTON,91,19,
10/07/2020,MELTON,96,24,
11/07/2020,MELTON,102,28,
12/07/2020,MELTON,109,34,
13/07/2020,MELTON,127,51,
14/07/2020,MELTON,134,58,
15/07/2020,MELTON,145,69,
16/07/2020,MELTON,161,82,
17/07/2020,MELTON,189,106,
18/07/2020,MELTON,193,110,
19/07/2020,MELTON,210,124,
20/07/2020,MELTON,219,125,
21/07/2020,MELTON,233,135,
22/07/2020,MELTON,253,147,
23/07/2020,MELTON,277,165,
24/07/2020,MELTON,287,169,
25/07/2020,MELTON,318,195,
26/07/2020,MELTON,341,211,
27/07/2020,MELTON,375,230,
28/07/2020,MELTON,397,245,
29/07/2020,MELTON,416,253,
30/07/2020,MELTON,478,312,
7/05/2020,MILDURA,5,0,
8/05/2020,MILDURA,5,0,
9/05/2020,MILDURA,5,0,
10/05/2020,MILDURA,5,0,
11/05/2020,MILDURA,5,0,
12/05/2020,MILDURA,5,0,
13/05/2020,MILDURA,5,0,
14/05/2020,MILDURA,5,0,
15/05/2020,MILDURA,5,0,
16/05/2020,MILDURA,6,0,
17/05/2020,MILDURA,6,1,
18/05/2020,MILDURA,5,0,
19/05/2020,MILDURA,5,0,
20/05/2020,MILDURA,5,0,
21/05/2020,MILDURA,5,0,
22/05/2020,MILDURA,5,0,
23/05/2020,MILDURA,5,0,
24/05/2020,MILDURA,5,0,
25/05/2020,MILDURA,5,0,
26/05/2020,MILDURA,6,1,
27/05/2020,MILDURA,5,0,
28/05/2020,MILDURA,5,0,
29/05/2020,MILDURA,5,0,
30/05/2020,MILDURA,5,0,
31/05/2020,MILDURA,5,0,
1/06/2020,MILDURA,5,0,
2/06/2020,MILDURA,5,0,
3/06/2020,MILDURA,5,0,
4/06/2020,MILDURA,5,0,
5/06/2020,MILDURA,6,1,
6/06/2020,MILDURA,5,0,
7/06/2020,MILDURA,5,0,
8/06/2020,MILDURA,5,0,
9/06/2020,MILDURA,5,0,
10/06/2020,MILDURA,5,0,
11/06/2020,MILDURA,5,0,
12/06/2020,MILDURA,5,0,
13/06/2020,MILDURA,5,0,
14/06/2020,MILDURA,5,0,
15/06/2020,MILDURA,5,0,
16/06/2020,MILDURA,5,0,
17/06/2020,MILDURA,5,0,
18/06/2020,MILDURA,5,0,
19/06/2020,MILDURA,5,0,
20/06/2020,MILDURA,5,0,
21/06/2020,MILDURA,5,0,
22/06/2020,MILDURA,5,0,
23/06/2020,MILDURA,5,0,
24/06/2020,MILDURA,5,0,
25/06/2020,MILDURA,5,0,
26/06/2020,MILDURA,5,0,
27/06/2020,MILDURA,5,0,
28/06/2020,MILDURA,5,0,
29/06/2020,MILDURA,5,0,
30/06/2020,MILDURA,5,0,
1/07/2020,MILDURA,5,0,
2/07/2020,MILDURA,5,0,
3/07/2020,MILDURA,5,0,
4/07/2020,MILDURA,5,0,
5/07/2020,MILDURA,5,0,
6/07/2020,MILDURA,5,0,
7/07/2020,MILDURA,5,0,
8/07/2020,MILDURA,5,0,
9/07/2020,MILDURA,5,0,
10/07/2020,MILDURA,5,0,
11/07/2020,MILDURA,5,0,
12/07/2020,MILDURA,5,0,
13/07/2020,MILDURA,5,0,
14/07/2020,MILDURA,5,0,
15/07/2020,MILDURA,5,0,
16/07/2020,MILDURA,5,0,
17/07/2020,MILDURA,5,0,
18/07/2020,MILDURA,5,0,
19/07/2020,MILDURA,5,0,
20/07/2020,MILDURA,5,0,
21/07/2020,MILDURA,5,0,
22/07/2020,MILDURA,5,0,
23/07/2020,MILDURA,5,0,
24/07/2020,MILDURA,5,0,
25/07/2020,MILDURA,5,0,
26/07/2020,MILDURA,5,0,
27/07/2020,MILDURA,5,0,
28/07/2020,MILDURA,5,0,
29/07/2020,MILDURA,5,0,
30/07/2020,MILDURA,5,0,
7/05/2020,MITCHELL,9,0,
8/05/2020,MITCHELL,9,0,
9/05/2020,MITCHELL,9,0,
10/05/2020,MITCHELL,9,0,
11/05/2020,MITCHELL,9,0,
12/05/2020,MITCHELL,9,0,
13/05/2020,MITCHELL,9,0,
14/05/2020,MITCHELL,9,0,
15/05/2020,MITCHELL,9,0,
16/05/2020,MITCHELL,9,0,
17/05/2020,MITCHELL,9,0,
18/05/2020,MITCHELL,9,0,
19/05/2020,MITCHELL,9,0,
20/05/2020,MITCHELL,9,0,
21/05/2020,MITCHELL,9,0,
22/05/2020,MITCHELL,9,0,
23/05/2020,MITCHELL,9,0,
24/05/2020,MITCHELL,9,0,
25/05/2020,MITCHELL,9,0,
26/05/2020,MITCHELL,9,0,
27/05/2020,MITCHELL,9,0,
28/05/2020,MITCHELL,9,0,
29/05/2020,MITCHELL,9,0,
30/05/2020,MITCHELL,9,0,
31/05/2020,MITCHELL,9,0,
1/06/2020,MITCHELL,9,0,
2/06/2020,MITCHELL,9,0,
3/06/2020,MITCHELL,9,0,
4/06/2020,MITCHELL,10,1,
5/06/2020,MITCHELL,10,1,
6/06/2020,MITCHELL,10,1,
7/06/2020,MITCHELL,10,1,
8/06/2020,MITCHELL,10,1,
9/06/2020,MITCHELL,10,0,
10/06/2020,MITCHELL,10,0,
11/06/2020,MITCHELL,10,0,
12/06/2020,MITCHELL,10,0,
13/06/2020,MITCHELL,10,0,
14/06/2020,MITCHELL,10,0,
15/06/2020,MITCHELL,10,0,
16/06/2020,MITCHELL,10,0,
17/06/2020,MITCHELL,10,0,
18/06/2020,MITCHELL,10,0,
19/06/2020,MITCHELL,10,0,
20/06/2020,MITCHELL,10,0,
21/06/2020,MITCHELL,10,0,
22/06/2020,MITCHELL,10,0,
23/06/2020,MITCHELL,10,0,
24/06/2020,MITCHELL,10,0,
25/06/2020,MITCHELL,10,0,
26/06/2020,MITCHELL,10,0,
27/06/2020,MITCHELL,14,4,
28/06/2020,MITCHELL,12,2,
29/06/2020,MITCHELL,12,2,
30/06/2020,MITCHELL,15,4,
1/07/2020,MITCHELL,16,5,
2/07/2020,MITCHELL,16,5,
3/07/2020,MITCHELL,17,6,
4/07/2020,MITCHELL,17,6,
5/07/2020,MITCHELL,18,6,
6/07/2020,MITCHELL,20,8,
7/07/2020,MITCHELL,19,7,
8/07/2020,MITCHELL,20,8,
9/07/2020,MITCHELL,20,6,
10/07/2020,MITCHELL,23,9,
11/07/2020,MITCHELL,26,12,
12/07/2020,MITCHELL,27,11,
13/07/2020,MITCHELL,27,12,
14/07/2020,MITCHELL,27,12,
15/07/2020,MITCHELL,29,14,
16/07/2020,MITCHELL,30,15,
17/07/2020,MITCHELL,31,16,
18/07/2020,MITCHELL,33,18,
19/07/2020,MITCHELL,34,14,
20/07/2020,MITCHELL,33,13,
21/07/2020,MITCHELL,34,14,
22/07/2020,MITCHELL,34,13,
23/07/2020,MITCHELL,34,11,
24/07/2020,MITCHELL,34,11,
25/07/2020,MITCHELL,34,9,
26/07/2020,MITCHELL,36,11,
27/07/2020,MITCHELL,39,13,
28/07/2020,MITCHELL,41,15,
29/07/2020,MITCHELL,40,14,
30/07/2020,MITCHELL,44,18,
7/05/2020,MOIRA,11,0,
8/05/2020,MOIRA,11,0,
9/05/2020,MOIRA,11,0,
10/05/2020,MOIRA,11,0,
11/05/2020,MOIRA,11,0,
12/05/2020,MOIRA,11,0,
13/05/2020,MOIRA,11,0,
14/05/2020,MOIRA,11,0,
15/05/2020,MOIRA,11,0,
16/05/2020,MOIRA,11,0,
17/05/2020,MOIRA,11,0,
18/05/2020,MOIRA,11,0,
19/05/2020,MOIRA,11,0,
20/05/2020,MOIRA,11,0,
21/05/2020,MOIRA,11,0,
22/05/2020,MOIRA,11,0,
23/05/2020,MOIRA,11,0,
24/05/2020,MOIRA,11,0,
25/05/2020,MOIRA,11,0,
26/05/2020,MOIRA,11,0,
27/05/2020,MOIRA,11,0,
28/05/2020,MOIRA,11,0,
29/05/2020,MOIRA,11,0,
30/05/2020,MOIRA,11,0,
31/05/2020,MOIRA,11,0,
1/06/2020,MOIRA,11,0,
2/06/2020,MOIRA,11,0,
3/06/2020,MOIRA,11,0,
4/06/2020,MOIRA,11,0,
5/06/2020,MOIRA,11,0,
6/06/2020,MOIRA,11,0,
7/06/2020,MOIRA,11,0,
8/06/2020,MOIRA,11,0,
9/06/2020,MOIRA,11,0,
10/06/2020,MOIRA,11,0,
11/06/2020,MOIRA,11,0,
12/06/2020,MOIRA,11,0,
13/06/2020,MOIRA,11,0,
14/06/2020,MOIRA,11,0,
15/06/2020,MOIRA,11,0,
16/06/2020,MOIRA,11,0,
17/06/2020,MOIRA,11,0,
18/06/2020,MOIRA,11,0,
19/06/2020,MOIRA,11,0,
20/06/2020,MOIRA,11,0,
21/06/2020,MOIRA,11,0,
22/06/2020,MOIRA,11,0,
23/06/2020,MOIRA,11,0,
24/06/2020,MOIRA,11,0,
25/06/2020,MOIRA,11,0,
26/06/2020,MOIRA,11,0,
27/06/2020,MOIRA,11,0,
28/06/2020,MOIRA,11,0,
29/06/2020,MOIRA,11,0,
30/06/2020,MOIRA,11,0,
1/07/2020,MOIRA,11,0,
2/07/2020,MOIRA,11,0,
3/07/2020,MOIRA,11,0,
4/07/2020,MOIRA,11,0,
5/07/2020,MOIRA,11,0,
6/07/2020,MOIRA,11,0,
7/07/2020,MOIRA,11,0,
8/07/2020,MOIRA,11,0,
9/07/2020,MOIRA,11,0,
10/07/2020,MOIRA,11,0,
11/07/2020,MOIRA,11,0,
12/07/2020,MOIRA,11,0,
13/07/2020,MOIRA,11,0,
14/07/2020,MOIRA,11,0,
15/07/2020,MOIRA,11,0,
16/07/2020,MOIRA,11,0,
17/07/2020,MOIRA,11,0,
18/07/2020,MOIRA,11,0,
19/07/2020,MOIRA,11,0,
20/07/2020,MOIRA,11,0,
21/07/2020,MOIRA,11,0,
22/07/2020,MOIRA,11,0,
23/07/2020,MOIRA,11,0,
24/07/2020,MOIRA,11,0,
25/07/2020,MOIRA,11,0,
26/07/2020,MOIRA,11,0,
27/07/2020,MOIRA,11,0,
28/07/2020,MOIRA,11,0,
29/07/2020,MOIRA,11,0,
30/07/2020,MOIRA,11,0,
7/05/2020,MONASH,45,0,
8/05/2020,MONASH,45,0,
9/05/2020,MONASH,45,0,
10/05/2020,MONASH,46,1,
11/05/2020,MONASH,46,1,
12/05/2020,MONASH,46,1,
13/05/2020,MONASH,46,1,
14/05/2020,MONASH,46,1,
15/05/2020,MONASH,48,3,
16/05/2020,MONASH,48,3,
17/05/2020,MONASH,48,3,
18/05/2020,MONASH,48,3,
19/05/2020,MONASH,48,2,
20/05/2020,MONASH,49,1,
21/05/2020,MONASH,49,1,
22/05/2020,MONASH,49,1,
23/05/2020,MONASH,50,2,
24/05/2020,MONASH,50,1,
25/05/2020,MONASH,50,1,
26/05/2020,MONASH,50,0,
27/05/2020,MONASH,50,0,
28/05/2020,MONASH,50,0,
29/05/2020,MONASH,50,0,
30/05/2020,MONASH,50,0,
31/05/2020,MONASH,50,0,
1/06/2020,MONASH,50,0,
2/06/2020,MONASH,52,2,
3/06/2020,MONASH,51,2,
4/06/2020,MONASH,51,2,
5/06/2020,MONASH,51,2,
6/06/2020,MONASH,51,2,
7/06/2020,MONASH,51,2,
8/06/2020,MONASH,51,2,
9/06/2020,MONASH,51,2,
10/06/2020,MONASH,51,2,
11/06/2020,MONASH,51,1,
12/06/2020,MONASH,52,1,
13/06/2020,MONASH,52,1,
14/06/2020,MONASH,53,2,
15/06/2020,MONASH,53,2,
16/06/2020,MONASH,53,2,
17/06/2020,MONASH,53,2,
18/06/2020,MONASH,53,2,
19/06/2020,MONASH,53,2,
20/06/2020,MONASH,53,2,
21/06/2020,MONASH,53,2,
22/06/2020,MONASH,52,2,
23/06/2020,MONASH,52,0,
24/06/2020,MONASH,52,0,
25/06/2020,MONASH,53,1,
26/06/2020,MONASH,53,1,
27/06/2020,MONASH,53,0,
28/06/2020,MONASH,53,0,
29/06/2020,MONASH,53,0,
30/06/2020,MONASH,53,0,
1/07/2020,MONASH,54,0,
2/07/2020,MONASH,55,1,
3/07/2020,MONASH,55,1,
4/07/2020,MONASH,56,2,
5/07/2020,MONASH,57,3,
6/07/2020,MONASH,57,3,
7/07/2020,MONASH,62,8,
8/07/2020,MONASH,66,12,
9/07/2020,MONASH,66,12,
10/07/2020,MONASH,70,16,
11/07/2020,MONASH,73,19,
12/07/2020,MONASH,75,21,
13/07/2020,MONASH,76,22,
14/07/2020,MONASH,76,21,
15/07/2020,MONASH,79,23,
16/07/2020,MONASH,84,26,
17/07/2020,MONASH,84,26,
18/07/2020,MONASH,86,30,
19/07/2020,MONASH,89,31,
20/07/2020,MONASH,93,33,
21/07/2020,MONASH,99,37,
22/07/2020,MONASH,107,40,
23/07/2020,MONASH,109,41,
24/07/2020,MONASH,112,43,
25/07/2020,MONASH,118,49,
26/07/2020,MONASH,125,53,
27/07/2020,MONASH,130,55,
28/07/2020,MONASH,136,59,
29/07/2020,MONASH,141,63,
30/07/2020,MONASH,146,65,
7/05/2020,MOONEE VALLEY,36,0,
8/05/2020,MOONEE VALLEY,36,0,
9/05/2020,MOONEE VALLEY,36,0,
10/05/2020,MOONEE VALLEY,36,0,
11/05/2020,MOONEE VALLEY,36,0,
12/05/2020,MOONEE VALLEY,36,0,
13/05/2020,MOONEE VALLEY,37,1,
14/05/2020,MOONEE VALLEY,37,1,
15/05/2020,MOONEE VALLEY,37,1,
16/05/2020,MOONEE VALLEY,37,1,
17/05/2020,MOONEE VALLEY,37,1,
18/05/2020,MOONEE VALLEY,37,1,
19/05/2020,MOONEE VALLEY,37,0,
20/05/2020,MOONEE VALLEY,37,0,
21/05/2020,MOONEE VALLEY,37,0,
22/05/2020,MOONEE VALLEY,37,0,
23/05/2020,MOONEE VALLEY,38,1,
24/05/2020,MOONEE VALLEY,38,1,
25/05/2020,MOONEE VALLEY,38,1,
26/05/2020,MOONEE VALLEY,38,1,
27/05/2020,MOONEE VALLEY,38,1,
28/05/2020,MOONEE VALLEY,38,1,
29/05/2020,MOONEE VALLEY,38,0,
30/05/2020,MOONEE VALLEY,38,0,
31/05/2020,MOONEE VALLEY,38,0,
1/06/2020,MOONEE VALLEY,38,0,
2/06/2020,MOONEE VALLEY,38,0,
3/06/2020,MOONEE VALLEY,38,0,
4/06/2020,MOONEE VALLEY,38,0,
5/06/2020,MOONEE VALLEY,38,0,
6/06/2020,MOONEE VALLEY,38,0,
7/06/2020,MOONEE VALLEY,38,0,
8/06/2020,MOONEE VALLEY,38,0,
9/06/2020,MOONEE VALLEY,38,0,
10/06/2020,MOONEE VALLEY,38,0,
11/06/2020,MOONEE VALLEY,38,0,
12/06/2020,MOONEE VALLEY,38,0,
13/06/2020,MOONEE VALLEY,38,0,
14/06/2020,MOONEE VALLEY,38,0,
15/06/2020,MOONEE VALLEY,38,0,
16/06/2020,MOONEE VALLEY,39,0,
17/06/2020,MOONEE VALLEY,39,1,
18/06/2020,MOONEE VALLEY,40,2,
19/06/2020,MOONEE VALLEY,40,2,
20/06/2020,MOONEE VALLEY,41,3,
21/06/2020,MOONEE VALLEY,41,3,
22/06/2020,MOONEE VALLEY,41,3,
23/06/2020,MOONEE VALLEY,43,5,
24/06/2020,MOONEE VALLEY,45,7,
